vo_modele_id,segment_name,segment_class
1056,SPORTIVE,SPORT
1058,MOYEN PETIT,PETIT
1059,MINI MONOSPACE,PETIT
1112,PETIT,PETIT
1115,GRAND SUV,GRAND
1117,GRAND SUV,GRAND
1118,GRAND SUV,GRAND
1122,UTILITAIRE,UTILITAIRE
1123,MOYEN,GRAND
1124,MINI MONOSPACE,PETIT
1125,MOYEN GRAND,GRAND
1126,UTILITAIRE,UTILITAIRE
1128,MOYEN,GRAND
1150,GRAND MONOSPCE,GRAND
1160,SPORTIVE,SPORT
1161,UTILITAIRE,UTILITAIRE
1162,UTILITAIRE,UTILITAIRE
1163,UTILITAIRE,UTILITAIRE
1164,UTILITAIRE,UTILITAIRE
1165,UTILITAIRE,UTILITAIRE
1166,UTILITAIRE,UTILITAIRE
1167,UTILITAIRE,UTILITAIRE
1168,UTILITAIRE,UTILITAIRE
1169,UTILITAIRE,UTILITAIRE
1170,UTILITAIRE,UTILITAIRE
1171,UTILITAIRE,UTILITAIRE
1172,UTILITAIRE,UTILITAIRE
1173,UTILITAIRE,UTILITAIRE
1174,UTILITAIRE,UTILITAIRE
1175,UTILITAIRE,UTILITAIRE
1176,UTILITAIRE,UTILITAIRE
1177,UTILITAIRE,UTILITAIRE
1178,UTILITAIRE,UTILITAIRE
1179,UTILITAIRE,UTILITAIRE
1180,UTILITAIRE,UTILITAIRE
1181,UTILITAIRE,UTILITAIRE
1182,UTILITAIRE,UTILITAIRE
1184,PETIT,PETIT
1188,MINI SUV,PETIT
1189,SPORTIVE,SPORT
1190,SPORT,SPORT
1191,MOYEN,GRAND
1193,GRAND SUV,GRAND
1195,GRAND MONOSPCE,GRAND
1197,PETIT,PETIT
1198,GRAND SUV,GRAND
2001,GRAND SUV,GRAND
2006,MOYEN GRAND,GRAND
2009,MOYEN,GRAND
2014,SPORTIVE,SPORT
2015,MINI SUV,PETIT
2021,SPORTIVE,SPORT
2027,PETIT,PETIT
2035,GRAND MONOSPCE,GRAND
2037,LUXE,SPORT
2057,MOYEN,GRAND
2077,PETIT,PETIT
2109,SPORTIVE,SPORT
2141,MINI MONOSPACE,PETIT
2144,MOYEN PETIT,PETIT
2147,GRAND,GRAND
2148,MINI SUV,PETIT
2149,MOYEN GRAND,GRAND
2157,UTILITAIRE,UTILITAIRE
2158,MINI SUV,PETIT
2164,GRAND MONOSPCE,GRAND
2165,MINI MONOSPACE,PETIT
2168,MOYEN PETIT,PETIT
2169,MOYEN PETIT,PETIT
2171,SPORTIVE,SPORT
2177,SPORT,SPORT
2178,SPORTIVE,SPORT
2179,SPORTIVE,SPORT
2194,PETIT,PETIT
2216,GRAND MONOSPCE,GRAND
2223,MINI,PETIT
2233,SPORTIVE,SPORT
2235,MOYEN,GRAND
2237,MINI MONOSPACE,PETIT
2237,MINI SUV,PETIT
2244,PETIT,PETIT
2285,UTILITAIRE,UTILITAIRE
2286,MINI SUV,PETIT
2287,MINI SUV,PETIT
2289,MINI MONOSPACE,PETIT
2291,MINI,PETIT
2325,GRAND SUV,GRAND
2326,MINI MONOSPACE,PETIT
2328,MOYEN PETIT,PETIT
2329,MOYEN,GRAND
2330,PETIT,PETIT
2331,SPORTIVE,SPORT
2332,PETIT,PETIT
2333,SPORTIVE,SPORT
2336,SPORTIVE,SPORT
2337,SPORTIVE,SPORT
2344,PETIT,PETIT
2365,GRAND,GRAND
2366,MINI MONOSPACE,PETIT
2426,SPORTIVE,SPORT
2427,MINI SUV,PETIT
2428,MINI SUV,PETIT
2428,MINI MONOSPACE,PETIT
2429,MOYEN,GRAND
2430,MINI SUV,PETIT
2431,UTILITAIRE,UTILITAIRE
2432,UTILITAIRE,UTILITAIRE
2495,MOYEN GRAND,GRAND
2564,MINI MONOSPACE,PETIT
2565,GRAND SUV,GRAND
2568,SPORTIVE,SPORT
2587,MOYEN GRAND,GRAND
2654,MOYEN PETIT,PETIT
2663,GRAND MONOSPCE,GRAND
2665,GRAND SUV,GRAND
2666,GRAND SUV,GRAND
2673,MOYEN,GRAND
2674,SPORTIVE,SPORT
2675,PETIT,PETIT
2688,MINI MONOSPACE,PETIT
2690,GRAND MONOSPCE,GRAND
2695,MINI MONOSPACE,PETIT
2696,MINI,PETIT
2699,PETIT,PETIT
2700,MINI SUV,PETIT
2701,UTILITAIRE,UTILITAIRE
2702,MINI SUV,PETIT
2704,UTILITAIRE,UTILITAIRE
2705,SPORTIVE,SPORT
2706,UTILITAIRE,UTILITAIRE
2708,UTILITAIRE,UTILITAIRE
2709,MOYEN GRAND,GRAND
2710,UTILITAIRE,UTILITAIRE
2722,PETIT,PETIT
2723,MOYEN GRAND,GRAND
2725,MOYEN PETIT,PETIT
2726,MINI SUV,PETIT
2727,MOYEN,GRAND
2728,MINI SUV,PETIT
2729,MOYEN GRAND,GRAND
2730,SPORTIVE,SPORT
2731,MOYEN GRAND,GRAND
2732,MINI SUV,PETIT
2733,SPORTIVE,SPORT
2734,MINI MONOSPACE,PETIT
2735,MINI MONOSPACE,PETIT
2736,MINI MONOSPACE,PETIT
2745,GRAND MONOSPCE,GRAND
2747,GRAND SUV,GRAND
2748,SPORT,SPORT
2749,SPORT,SPORT
2750,SPORT,SPORT
2751,SPORT,SPORT
2752,SPORT,SPORT
2754,MINI SUV,PETIT
2762,MOYEN,GRAND
2771,SPORT,SPORT
2804,SPORT,SPORT
2806,GRAND SUV,GRAND
2809,GRAND SUV,GRAND
2813,MOYEN GRAND,GRAND
2822,MOYEN,GRAND
2826,MINI SUV,PETIT
2830,UTILITAIRE,UTILITAIRE
2834,UTILITAIRE,UTILITAIRE
2839,UTILITAIRE,UTILITAIRE
2840,UTILITAIRE,UTILITAIRE
2842,UTILITAIRE,UTILITAIRE
2847,MINI,PETIT
2848,MINI,PETIT
2852,MINI,PETIT
2854,MINI,PETIT
2857,SPORT,SPORT
2858,LUXE,SPORT
2859,SPORT,SPORT
2861,SPORT,SPORT
2862,UTILITAIRE,UTILITAIRE
2868,UTILITAIRE,UTILITAIRE
2869,MOYEN PETIT,PETIT
2874,MINI,PETIT
2879,SPORT,SPORT
2880,SPORT,SPORT
2881,SPORT,SPORT
2883,LUXE,SPORT
2884,LUXE,SPORT
2903,UTILITAIRE,UTILITAIRE
2908,LUXE,SPORT
2909,MINI,PETIT
2910,MOYEN PETIT,PETIT
2911,MOYEN PETIT,PETIT
2912,MOYEN GRAND,GRAND
2913,MOYEN GRAND,GRAND
2915,GRAND SUV,GRAND
2916,SPORT,SPORT
2920,SPORTIVE,SPORT
2926,MINI,PETIT
2935,SPORT,SPORT
2938,SPORT,SPORT
2992,MOYEN PETIT,PETIT
2993,MINI,PETIT
2996,MOYEN PETIT,PETIT
3007,MINI,PETIT
3008,MINI SUV,PETIT
3009,MOYEN PETIT,PETIT
3010,MINI MONOSPACE,PETIT
3011,GRAND MONOSPCE,GRAND
3013,MOYEN PETIT,PETIT
3014,MOYEN,GRAND
3015,SPORTIVE,SPORT
3016,MINI SUV,PETIT
3017,MOYEN,GRAND
3018,MINI,PETIT
3019,SPORTIVE,SPORT
3020,MINI SUV,PETIT
3021,SPORTIVE,SPORT
3027,GRAND MONOSPCE,GRAND
3029,MINI MONOSPACE,PETIT
3032,PETIT,PETIT
3038,MINI,PETIT
3047,SPORT,SPORT
3049,GRAND,GRAND
3050,SPORT,SPORT
3065,MINI,PETIT
3070,SPORT,SPORT
3094,SPORT,SPORT
